folio,cuidados
11038,"""Cuando mi mamá o sustituta""."
11183,"""Cuando mi mamá, o sustituta, ..."""
5439,"""Cuando mi mejor amiga me demuestra cariño, me escucha, me corrige en algunos errores y me apoya, tía."""
10393,"""Cuando mi papá y mamá me dicen que mientras estén ellos no nos pasará nada, mamá o sustituta."""
10392,"""Cuando mi papá y mamá me dicen que mientras estén ellos, no nos pasará nada, mamá o sustituta""."
11943,"""Cuando mi papá, mamá o sustituta""."
5088,"""Cuando mis abuelitos se preocupan, nadie me cuida."""
3756,"""Cuando mis papás vienen por mí, mamá o sustituta""."
3128,"""Cuando no me dejan salir muy tarde, mamá o sustituta""."
10162,"""Cuando no me dejan salir, mamá o sustituta."""
8915,"""Cuando no me permiten hacer algo 'malo'""."
11168,"""Cuando pasan, abuela."""
11817,"""Cuando platican conmigo sobre las cosas que me pasan, me dan una solución. Nadie me cuida."""
114411,"""Cuando preguntamos cómo te sientes, estás, mamá o sustituta""."
113101,"""Cuando preguntan cómo estoy, cómo me siento, qué hago en el día, mamá o sustituta."""
10579,"""Cuando preguntan cómo estoy, nadie me cuida."""
4095,"""Cuando quieren acompañarme a un lugar al que quiero ir, papá o sustituto."""
12162,"""Cuando salen, siempre van conmigo, hermana."""
88110,"""Cuando salgo, me mandan un mensaje para saber si llegué bien a donde fui: mamá o sustituta."""
8828,"""Cuando se preocupan o preguntan si ya comí, qué hago, cómo me siento físicamente, emocionalmente y mentalmente, cómo me ha ido en el día o la semana."""
8807,"""Cuando se preocupan por mí en general, si ya comí, cómo amanecí o simples detalles como, ¿cómo te fue hoy?""."
10436,"""Cuando se preocupan por mí o me siento seguro con esa persona, es porque sé que me siento seguro. Bien, hermana."""
9168,"""Cuando se preocupan por mí, abuela""."
2659,"""Cuando se preocupan por mí, cuando me notan desanimada, acuden rápidamente. Mamá o sustituta."""
10377,"""Cuando se preocupan por mí, hermano""."
8468,"""Cuando se preocupan por mí, mamá o sustituta""."
11284,"""Cuando se preocupan si ya comí, mamá o sustituta""."
13881,"""Cuando siento que me apoyan en mis decisiones y cuando me motivan, mamá o sustituta."""
2646,"""Cuando te dicen lo que está mal"""
9180,"""Cuando te dicen que está mal, mamá o sustituta"""
112711,"""Cuando tengo problemas, ellos están, mamá o sustituta."""
11875,"""Cuidado a los niños, nadie me cuida."""
11840,"""Cuidarme en el sentido de que coma bien o duerma bien."""
33341,"""Cuidarme, mamá o sustituta."""
4994,"""Dame consejos, mamá o sustituta."""
34711,"""Dame de comer, mamá o sustituta."""
11709,"""De mi papá, mamá o sustituta."""
7904,"""Decidme la verdad siempre y ser honestos, mamá o sustituta""."
11667,"""Dediquémosnos tiempo y digámonos que sí, me acompañas, mamá o sustituta""."
8787,"""Demuéstrame afecto y cariño, hermana."""
11399,"""Demuéstrame cariño, mamá o sustituta."""
10766,"""Denme consejos, mamá o sustituta""."
10523,"""Dénme consejos."""
5891,"""Diciendo que vaya acompañado a la tienda, me quedo en el trabajo de mi abuela, recibiendo ayuda, vigilándome cuando agarro algo de comer."""
117411,"""Diciéndome aconseja, abuela."""
7525,"""Díganme algunos consejos."""
10329,"""Dime por qué dicen que no debería barrer porque terminaré lastimado en el fútbol, abuela."""
5127,"""El afecto, el cariño, que esa persona se preocupe por mí, hermana."""
6152,"""El apoyo de mis papás, mamá o sustituta."""
99510,"""El aprecio de alguien, mamá o sustituta""."
11088,"""El cariño, abuela""."
3651,"""El cómo mis padres me cuidan, ya que casi no salgo, entiendo que es su forma de cuidarme porque ellos saben de problemas que puedo tener o cosas parecidas."""
11638,"""El que a hermana."""
115111,"""El que se preocupe por mí, mamá o sustituta."""
11634,"""El que se preocupen por mí y no me permitan hacer cosas que saben que están, mamá o sustituta."""
2978,"""El que sonríen me hace pensar que están seguros conmigo, mamá o sustituta."""
11448,"""El quórum, mamá o sustituta."""
4245,"""El respeto, abuela."""
11102,"""En corregirme y llamarme la atención, hermano""."
14091,"""En nada, mamá o sustituta."""
3920,"""En que me digan qué hacer o que se preocupen por mí""."
108910,"""Espiarme, mamá o sustituta""."
11940,"""Está mamá o sustituta."""
119511,"""Está, hermano""."
7828,"""Estar al tanto de lo que hago, pero no de forma sobreprotectora ni muy estricta, solo para guiarme en que haga las cosas bien, pero siempre y cuando a mi manera. O cuando alguien se preocupa o pregunta sobre mi estado emocional, físico y mental."""
10415,"""Estar con mamá, o sustituta, en los momentos malos."""
10646,"""Estar con mi familia, abuela."""
11532,"""Estar de acuerdo con mis papás, hermana."""
28651,"""Estar en casa, mamá o sustituta."""
3976,"""Estar siempre a mi alrededor, que se preocupen de mí, que me cuiden, obvio."""
9222,"""Estate pendiente de mí, dándome consejos, mamá o sustituta."""
7556,"""Feliz mamá o sustituta""."
5329,"""Feliz mamá sustituta."""
105610,"""Feliz y segura, mamá o sustituta""."
102410,"""Feliz, nadie me cuida."""
10512,"""Feliz, tía."""
7546,"""Fumar, mamá o sustituta."""
10197,"""Hacer la tarea, mamá o sustituta."""
36241,"""Hay muchos policías en la comunidad y vigilancia con cámaras. Eso es todo, mamá o sustituta."""
3843,"""Hazme entender que lo que hago está mal, papá o sustituto."""
4277,"""Hazme sentir bien, mamá o sustituta""."
5084,"""He visto personas de mi edad o menos fumando, tomando y teniendo novias o novios; eso me hace saber que mis padres me educan muy bien, mamá o sustituta."""
109510,"""Hermana, ¿qué me protege de los desconocidos?"""
10139,"""Hermana."""
5036,"""Hermana""."
10553,"""Hermana""."
5006,"""Hermano."""
112210,"""Hermano""."
10396,"""Hermano""."
2343,"""Interés e importancia deben ser tomados en cuenta al intentar hacerme sentir bien, etc."""
9278,"""Jesús, mamá o sustituta."""
3487,"""Juega fútbol conmigo, mamá, o con la sustituta."""
37331,"""Juega fútbol, hermano."""
2818,"""Jugar fútbol, respetar mis gustos, preocuparse por mí, acompañarme a mis partidos."""
103110,"""Jugar y conversar juntos, mamá o sustituta."""
11217,"""Jugar, mamá o sustituta."""
11318,"""La atención, mamá o sustituta."""
5016,"""La atención, tanto física como emocional, también cuando se preocupan por mi bienestar en alguna situación de peligro o incluso en alguna que solo me involucra a mí, hermano."""
11195,"""La ayuda y comprensión, mamá o sustituta."""
106101,"""La confianza, mamá o sustituta."""
11699,"""La protegí, abuela."""
10182,"""La salud del planeta y su familia, madre o sustituta""."
111311,"""Las de mi mamá, o sustituta."""
11518,"""Las de mis abuelos, tú, mamá o sustituta."""
11520,"""Las de mis abuelos, tú, mamá o sustituta."""
115211,"""Las de mis abuelos, tú, mamá o sustituta."""
38101,"""Las de mis amigos y mis hermanos porque siempre están conmigo, hermana."""
55611,"""Las de mis papás y mi familia, mamá o sustituta."""
9284,"""Les importa a dónde voy, qué como, cómo estoy, si tengo hambre, me demuestran cariño, etc. :D"""
9205,"""Les importa lo que les digo, mamá o sustituta."""
1924,"""Lo único que quiero es que a mi familia no le falte nada; no me preocupo por mí, solo por mi familia."""
9549,"""Los abrazos, mamá o sustituta""."
98210,"""Mamá o sustituta."""
12301,"""Mamá o sustituta."""
13971,"""Mamá o sustituta."""
3655,"""Mamá o sustituta."""
46211,"""Mamá o sustituta."""
4987,"""Mamá o sustituta."""
10847,"""Mamá o sustituta."""
11870,"""Mamá o sustituta."""
8420,"""Mamá o sustituta"""
11439,"""Mamá o sustituta"""
11871,"""Mamá o sustituta"""
90710,"""Mamá o sustituta""."
12801,"""Mamá o sustituta""."
14013,"""Mamá o sustituta""."
2966,"""Mamá o sustituta""."
5138,"""Mamá o sustituta""."
5256,"""Mamá o sustituta""."
5301,"""Mamá o sustituta""."
95311,"""Mamá o sustituta""."
10209,"""Mamá o sustituta""."
10437,"""Mamá o sustituta""."
10918,"""Mamá o sustituta""."
10919,"""Mamá o sustituta""."
11322,"""Mamá o sustituta""."
11612,"""Mamá o sustituta""."
11708,"""Mamá, mamá o sustituta."""
5268,"""Mamá, mamá, o sustituta."""
11148,"""Mamá, o sustituta."""
104910,"""Mamá, Padrastro, Hermanas, Mamá sustituta."""
5184,"""Me abrazan, les gusta que les platique acerca de mi día, etc."""
11549,"""Me acompaña, Papá, o sustituto""."
119110,"""Me acompañan siempre, me tratan bien, se preocupan por mí, mamá o sustituta."""
10470,"""Me apoyan con frecuencia cuando me he sentido mal, papá o sustituto."""
11086,"""Me apoyan en las buenas y en las malas, siempre está, Mamá o sustituta."""
11816,"""Me apoyan y tienen una buena relación, mamá o sustituta."""
8819,"""Me apoyan, me hacen sentir especial, me dan consejos y dan abrazos."""
11349,"""Me apoyan, me toman cariño, mamá o sustituta."""
10571,"""Me apoyan""."
92710,"""Me ayudan a hacer la tarea cuando no puedo sola, escuchan mis problemas, me ayudan con mi noviazgo, me pasan las tareas cuando no las traigo. Nadie me cuida."""
92810,"""Me ayudan a hacer la tarea cuando no puedo sola, escuchan mis problemas, me ayudan con mi noviazgo, me pasan las tareas cuando no las traigo. Nadie me cuida."""
11662,"""Me ayudan a hacer la tarea en casa, me apoyan en todo momento, excluyendo a mi abuela y mis tíos, mamá o sustituta."""
10253,"""Me ayudan con la tarea. Cuando salgo a la calle, cada rato me marcan con quién estoy y con quién ando. No me dejan juntarme con personas que se drogan."""
10159,"""Me ayudan con mis tareas y me cuidan mucho, tía."""
5327,"""Me cuida mamá o su sustituta."""
6652,"""Me cuidan cuando salgo a algún lado y me hacen sentir querida, mamá o sustituta."""
11473,"""Me cuidan cuando salgo a la tienda o a algún lugar, me cuidan para que no me ocurra nada. Se preocupan cuando salgo a hacer trabajos escolares, algunas veces me acompaña mamá o sustituta."""
4965,"""Me cuidan cuando voy a hacer deporte, mamá o sustituta."""
3066,"""Me cuidan donde siempre voy y me explican las cosas, mamá o sustituta."""
6917,"""Me cuidan en general. O me preguntan cómo estoy, o me dicen que me tape cuando hace frío, tal vez me llevan al doctor, o me acompañan para que yo no esté solo. Atte: Tapen los agujeros en las calles."""
9985,"""Me cuidan muchísimo. Nadie me cuida."""
10951,"""Me cuidan mucho, no me dejan salir sin permiso. Les tengo que decir con quién salgo y a qué lugar. Me siento muy cuidado."""
10938,"""Me cuidan y se preocupan por mí, mamá o sustituta."""
10939,"""Me cuidan y se preocupan por mí, mamá o sustituta."""
11128,"""Me cuidan, me quieren y quieren lo mejor para mí, mamá o sustituta."""
11502,"""Me dan cariño, hermana."""
118211,"""Me dan consejos cada vez que no sé, mamá o sustituta."""
20081,"""Me dan consejos sobre qué debo y no debo hacer, y platican conmigo, tía."""
113311,"""Me dan consejos y me regañan, mamá o sustituta."""
34721,"""Me dan mi comida favorita, mamá o sustituta."""
10667,"""Me demuestran amor, cariño y que siempre están ahí cuando los necesito, y me apoyan en todo momento."""
3759,"""Me demuestran su cariño, tía."""
5336,"""Me desean lo mejor, me proveen cosas y me piden ubicación, etc., mamá o sustituta""."
11353,"""Me dicen que tenga cuidado y me fije, mamá o sustituta."""
23851,"""Me enseñan qué está bien y qué está mal, abuelo."""
11955,"""Me gusta mamá, o sustituta."""
12371,"""Me hacen comer, hermano."""
12381,"""Me hacen comer, hermano."""
11805,"""Me hacen de comer, me preguntan sobre qué, abuela."""
7495,"""Me hacen sentir mejor, mamá o sustituta""."
37731,"""Me hice sentir bien, mamá o sustituta."""
11199,"""Me pregunta, ¿Mamá o sustituta?"""
8791,"""Me preguntan cómo estoy y me abrazan, abuela."""
7883,"""Me preguntan cómo estoy, me acompañan, me cuidan, etc."""
108511,"""Me preguntan cómo estoy. Se preocupan por mí, mamá o sustituta."""
27351,"""Me preguntan por mí, cómo estoy, me ayudan."""
11376,"""Me preguntan, 'Mamá o sustituta'""."
11437,"""Me preguntan, 'Mamá o sustituta'""."
11099,"""Me prestan atención, abuela."""
11563,"""Me prestan atención, mamá o sustituta""."
4444,"""Me previenen de lo malo y lo bueno en el mundo, mamá o sustituta."""
11106,"""Me protege. Me apoyan en todas mis decisiones, mamá o sustituta."""
112111,"""Me protegen de ellas, abuela."""
11670,"""Me protegen del qué, papá o sustituto""."
1637,"""Me protegen diciendo lo importante que es estar en familia. Siempre estamos en familia."""
37121,"""Me protegen, me dan de comer, me quieren, etc."""
11824,"""Me quedan viendo o haciendo, mamá o sustituta."""
844,"""Me quieren tal y como soy, me dicen mis defectos y no me enojo."""
854,"""Me quieren tal y como soy, me dicen mis defectos y no me enojo""."
10915,"""Me siento bien conmigo mismo, olvidé mis problemas. Nadie me cuida."""
10916,"""Me siento bien conmigo mismo, olvidé mis problemas. Nadie me cuida."""
8594,"""Me vigilan mucho, mamá o sustituta."""
8595,"""Me vigilan mucho, mamá o sustituta."""
11804,"""Mi abuela me protege y siempre se preocupa por mí."""
14201,"""Mi aseo personal, hacer cosas productivas, ayudar a los demás y ser yo misma."""
3758,"""Mi familia y mis amigos, mamá o sustituta""."
10073,"""Mi familia, mis amigos, mis papás."""
51111,"""Mi mamá me cuida mucho, abuela."""
15921,"""Mi mamá me dice que tengo toda su confianza para contarle todo y no ocultar nada. Solo eso."""
24241,"""Mi mamá me dice que todavía no tenga novio porque puede dañar mis sentimientos y puede lastimarme con palabras."""
8841,"""Mi mamá me manda mensajes para ver cómo estoy o cómo me siento."""
11430,"""Mi mamá o sustituta""."
4028,"""Mi mamá siempre me pregunta cómo me fue en la escuela, cómo me siento, tanto ella como mi papá y padrastro."""
3869,"""Mi mamá y mi papá me dan de comer, nadie me cuida."""
36841,"""Mi mamá y mi papá me hacen de comer. Nadie me cuida."""
3862,"""Mi mamá y papá cuidan de mí, preguntan qué he hecho, qué voy a hacer y, cuando tengo un conflicto, ellos me ayudan a tomar decisiones."""
11932,"""Mi mamá, abuela."""
11485,"""Mi mamá, hermana,"""
11103,"""Mi mamá, hermana""."
37521,"""Mi mamá, hermanas, hermana."""
52411,"""Mi mamá, mi papá, mis amigos, mamá o sustituta."""
11415,"""Mi mamá, tía."""
5685,"""Mi novia me abraza mucho, me besa, me apoya en todo y hace más cosas."""
3877,"""Mi papá y mi mamá me hacen de comer, abuela."""
11020,"""Mi papá, mamá o sustituta."""
111211,"""Mi papá, mamá o sustituta."""
11956,"""Mi papá, mamá o sustituta."""
101310,"""Mis amigos me llaman 'compa', mis padres me compran cosas para la escuela y mi familia me pregunta cómo me va. 'Mamá' o 'sustituta'."""
312,"""Mis amigos siempre me dicen que salgamos a divertirnos para que no me estrese en casa. Mis amigos siempre me hacen reír cuando estoy mal, hacen cualquier cosa para verme feliz."""
11484,"""Mis papás o mamá sustituta."""
11462,"""Mis papás y mi mamá o sustituta."""
11058,"""Mis papás, hermana."""
10487,"""Mis papás, mamá o sustituta."""
11295,"""Mis papás, mamá o sustituta."""
11452,"""Mostrando preocupación, nadie me cuida."""
1906,"""Muestras de afecto, comportamientos que me hagan sentir segura, tiempos de calidad, comida, etcétera."""
2733,"""Muestras de cariño, que siempre me pregunten cómo me fue en la escuela, cómo me siento."""
10419,"""Muy bien, ¿por qué me siento seguro, tío?"""
11946,"""Muy bien, hermana."""
57411,"""Muy bien, sin preocupaciones que puedan pasarme, ja ja. Mamá o sustituta."""
2688,"""Muy bien"""
2948,"""Muy bien"""
5534,"""Nada, mamá, o sustituta."""
2873,"""Nada."""
15252,"""Nadie me cuida."""
11812,"""Nadie me cuida."""
9765,"""Ni idea, abuela."""
96610,"""Ningún tipo de problema, mamá o sustituta""."
29641,"""Ninguna mamá sustituta""."
9165,"""Ninguna, hermano."""
10712,"""Ninguna, papá o sustituto""."
5403,"""No dejarme salir, mamá o sustituta""."
11013,"""No dejé, mamá o sustituta."""
4106,"""No entendí la pregunta, mamá o sustituta."""
35621,"""No lo sé, no se me ocurre algo, papá o sustituto."""
11136,"""No me dejan consumir cosas que da mamá o sustituta."""
